,Name,SMILES_List,Ratio_List,Biodegradability
14,AC_116,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O']","[1, 1]",1
15,AC_117,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)C(C)(c2ccccc2)c3ccc(cc3)O']","[1, 1]",1
24,AC_133,"['C(=O)c(cccc1)c1C(=O)', 'OCC=CCO']","[1, 1]",1
25,AC_137,"['C(=O)CC(=O)', 'Oc1ccc(cc1)C(C)(c2ccccc2)c3ccc(cc3)O']","[1, 1]",0
53,AC_211,"['C(=O)C(=O)', 'Oc1cc2c(cc1)ccc(c2)O']","[1, 1]",1
83,AC_261,"['C(=O)c(ccc1)cc1C(=O)', 'OCC=CCO']","[1, 1]",0
94,AC_288,"['C(=O)c(ccc1)cc1C(=O)', 'OC(C)(C)C#CC(C)(C)O']","[1, 1]",0
95,AC_290,"['C(=O)CCCCCCCCC(=O)', 'OC(C)(C)C#CC(C)(C)O']","[1, 1]",0
96,AC_294,"['C(=O)CCCCC(=O)', 'OCCSCCO']","[1, 1]",1
97,AC_296,"['C(=O)CCCCC(=O)', 'OC(CS1)SCC1O']","[1, 1]",0
100,AC_299,"['C(=O)CCCCC(=O)', 'Oc(cccc1)c1c2c(cccc2)O']","[1, 1]",0
102,AC_30,"['C(=O)CCCCCCCCC(=O)', 'Oc1ccc(cc1)C3(c2ccc(O)cc2)c4ccccc4-c5ccccc35']","[1, 1]",0
103,AC_300,"['C(=O)CCCCC(=O)', 'Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O']","[1, 1]",0
107,AC_304,"['C(=O)CCCCC(=O)', 'Oc1ccc(cc1)C(C)(c2ccccc2)c3ccc(cc3)O']","[1, 1]",1
116,AC_37,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1cccc(c1)O']","[1, 1]",1
125,AC_47,"['C(=O)c(cc1)ccc1C(=O)', 'OCCSCCO']","[1, 1]",0
126,AC_48,"['C(=O)c(cc1)ccc1C(=O)', 'OC(CS1)SCC1O']","[1, 1]",0
127,AC_49,"['C(=O)c(cc1)ccc1C(=O)', 'OC(CO1)C2C1C(CO2)O']","[1, 1]",0
131,AC_52,"['C(=O)CCCCCCCCC(=O)', 'Oc1ccc(cccc2)c2c1c3c(cccc4)c4ccc3O']","[1, 1]",0
134,AC_56,"['C(=O)CCCCCCCC(=O)', 'Oc1ccc(cc1)Cc2ccc(cc2)O']","[1, 1]",1
139,AC_62,"['C(=O)CCCCCCCC(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
140,AC_63,"['C(=O)CCCCCCCC(=O)', 'Oc1cc2c(cc1)ccc(c2)O']","[1, 1]",1
143,AC_67,"['C(=O)CCCCCCCC(=O)', 'Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O']","[1, 1]",1
145,AC_70,"['C(=O)CCCCCCCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O']","[1, 1]",1
151,AC_78,"['C(=O)CCCCCCC(=O)', 'Oc1ccc(cc1)Cc2ccc(cc2)O']","[1, 1]",0
152,AC_79,"['C(=O)CCCCCCC(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",0
160,AC_89,"['C(=O)C(C)(C)C(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",1
162,AC_94,"['C(=O)C(C)(C)C(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
175,C_21,"['C(=O)', 'OCC(C)(C)CO']","[1, 1]",0
195,C_5,"['C(=O)', ' Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3']","[1, 1]",1
200,DW_10-1,"['C(=O)COCC(=O)', 'OCCO']","[1, 1]",1
207,DW_10-6,"['C(=O)COCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
213,DW_12-3,"['C(=O)CN(C)CC(=O)', 'OCCCCO']","[1, 1]",1
214,DW_12-4,"['C(=O)CN(C)CC(=O)', 'OCCCCCCO']","[1, 1]",0
218,DW_12-8,"['C(=O)CSCC(=O)', 'OCCCCO']","[1, 1]",1
222,DW_13-2,"['C(=O)CCCCC(=O)', 'OCC(C)CO']","[1, 1]",1
223,DW_13-3,"['C(=O)CCCCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
228,DW_13-8,"['C(=O)CCCCC(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",0
230,DW_14-1,"['C(=O)CCCCC(=O)', 'OC(C)C(C)O']","[1, 1]",1
234,DW_14-7,"['C(=O)CCC(=O)', 'OC(C)C(C)O']","[1, 1]",1
236,DW_14-9,"['C(=O)CCC(=O)', 'OCC=CCO']","[1, 1]",1
237,DW_15-1,"['C(=O)CCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
242,DW_15-5,"['C(=O)CCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
258,DW_17-1,"['C(=O)COCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",1
260,DW_17-11,"['C(=O)COCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",0
265,DW_17-6,"['C(=O)COCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",1
268,DW_17-9,"['C(=O)COCC(=O)', 'OC(CO1)C2C1C(CO2)O']","[1, 1]",0
274,DW_18-6,"['C(=O)c(cc1)ccc1C(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
284,DW_19-6,"['C(=O)C(CC1)CCC1C(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
286,DW_19-8,"['C(=O)C(CC1)CCC1C(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
289,DW_3-10,"['C(=O)CCCCCC(=O)', 'OCCCCCO']","[1, 1]",0
294,DW_3-5,"['C(=O)CCCCCCCC(=O)', 'OCCC(C)CCO']","[1, 1]",0
305,DW_5-5,"['C(=O)CCC(=O)', 'OCCCCCCO']","[1, 1]",0
306,DW_5-6,"['C(=O)CCC(=O)', 'OC(C)CCC(C)O']","[1, 1]",1
309,DW_5-9,"['C(=O)CCC(=O)', 'OCCCCCCCCO']","[1, 1]",0
319,DW_6-8,"['C(=O)CCCC(=O)', 'OCCCCCCCCO']","[1, 1]",0
327,DW_7-5,"['C(=O)CCCCC(=O)', 'OCCCCCCO']","[1, 1]",0
332,DW_8-1,"['C(=O)c(ccc1)cc1C(=O)', 'OCCO']","[1, 1]",0
341,DW_8-8,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCCCCCO']","[1, 1]",0
344,R_1,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
347,R_101,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
349,R_103,"['C(=O)CSCC(=O)', 'OCCCCCO']","[1, 1]",1
355,R_11,"['C(=O)c(ccc1)cc1C(=O)', 'OC(C)C(C)O']","[1, 1]",0
361,R_116,"['C(=O)CCCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",1
362,R_117,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
366,R_121,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCCCCCCO']","[1, 1]",0
388,R_144,"['C(=O)CCCCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
393,R_149,"['C(=O)CCCCCCCCC(=O)', 'OCCOCCO']","[1, 1]",1
399,R_157,"['C(=O)c(ccc1)cc1C(=O)', 'OCCOCCO']","[1, 1]",1
406,R_166,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCOCCOCCO']","[1, 1]",0
408,R_17,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(C)CO']","[1, 1]",0
415,R_180,"['C(=O)CCCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
429,R_202,"['C(=O)CCCCCCCCC(=O)', 'OCCSCCO']","[1, 1]",1
441,R_213,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
442,R_214,"['C(=O)CCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
444,R_216,"['C(=O)COCCOCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
445,R_217,"['C(=O)CC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
447,R_22,"['C(=O)CCCCCC(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
452,R_225,"['C(=O)CSCC(=O)', 'OC(CS1)SCC1O']","[1, 1]",0
458,R_230,"['C(=O)CCC(=O)', 'OC(CS1)SCC1O']","[1, 1]",0
465,R_237,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(C)O']","[1, 1]",1
471,R_242,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCCCCCCCCCO']","[1, 1]",0
476,R_248,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCCO']","[1, 1]",0
477,R_25,"['C(=O)CCCCCCCC(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
481,R_254,"['C(=O)c1oc(cc1)C(=O)', 'OCCCCCO']","[1, 1]",1
482,R_255,"['C(=O)c1oc(cc1)C(=O)', 'OCCCCO']","[1, 1]",1
488,R_27,"['C(=O)CC(=O)', 'OC(CC1)CCC1O']","[1, 1]",1
489,R_28,"['C(=O)CN(C)CC(=O)', 'OC(CC1)CCC1O']","[1, 1]",1
494,R_33,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(CC)(CC)CO']","[1, 1]",1
504,R_49,"['C(=O)COCCOCC(=O)', 'OCC(C)CO']","[1, 1]",1
526,R_70,"['C(=O)CCCCCCCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
528,R_73,"['C(=O)CCCCCCCCC(=O)', 'OC(C)C(C)O']","[1, 1]",1
536,R_83,"['C(=O)CCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
545,R_91,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(C)O']","[1, 1]",1
549,R_97,"['C(=O)CCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
561,ROP_110,"['C(=O)CCCCCO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
581,ROP_189,"['C(=O)CC(C)O', 'C(=O)CCCCO']","[2, 1]",1
588,ROP_28,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCCO']","[2, 1]",1
590,ROP_31,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",1
593,ROP_34,"['C(=O)CC(C)O', 'C(=O)CC(C)O']","[2, 1]",1
602,ROP_44,"['C(=O)CCCCC(CCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",0
603,ROP_45,"['C(=O)C=CCC(CCCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
604,ROP_46,"['C(=O)CCCC(CCCCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",0
608,ROP_51,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",0
611,ROP_55,"['C(=O)COC(=O)CO', 'C(=O)CCCC(CCCCCC)O']","[2, 1]",1
622,ROP_66,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)COC(=O)CO']","[2, 1]",1
639,ROP_9,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCCCO']","[2, 1]",1
645,ROP_96,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
647,ROP_98,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",0
